no,IUCN,IUCNtyp,subfam,NPG,tribe,gen,ecores,trend,ndist,curdist,range,endem,alt,hbt,cult,mode,hab,ht,arm,hair,leaflmin,leaflmax,llmaxcov,leafmarg,leaftype,flordisp,hook,deh,seedsize,seedcoat
5569,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,1,1,2,1,3,1,0,1,NA,NA
5570,7,OTH,3,5,23,Indigofera,0,NA,5,5,1,1,1,2,0,2,2,1,0,1,1,1,2,1,2,2,0,NA,NA,NA
5571,7,OTH,3,5,23,Indigofera,0,NA,3,3,1,0,2,2,0,2,2,2,0,1,1,1,2,1,3,2,NA,1,1,NA
5572,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,2,2,0,1,4,1,0,1,1,1,2,1,3,2,1,1,NA,NA
5573,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,2,2,0,2,4,NA,0,1,1,1,2,1,3,2,0,1,NA,NA
5574,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5575,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,2,2,0,2,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5576,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,NA,0,2,4,NA,0,1,1,2,6,1,3,2,0,1,NA,NA
5577,7,OTH,3,5,23,Indigofera,0,NA,7,7,2,0,3,3,0,2,2,2,0,1,1,1,2,1,3,2,0,1,1,NA
5578,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,4,NA,0,1,1,1,2,1,3,2,1,1,NA,NA
5579,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,1,4,NA,0,1,1,1,2,1,2,2,1,0,1,NA
5580,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,1,4,2,0,1,1,1,2,1,3,2,0,1,NA,NA
5581,9,OTH,3,5,23,Indigofera,1,NA,2,2,1,0,1,2,NA,2,2,2,0,1,1,1,2,1,3,2,1,NA,1,NA
5582,7,OTH,3,5,23,Indigofera,0,NA,1,2,1,0,1,2,0,2,2,NA,0,1,1,1,2,1,3,2,1,1,NA,NA
5583,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,3,0,2,4,NA,0,1,1,1,2,1,3,2,0,1,NA,NA
5584,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,1,4,NA,0,1,1,1,2,1,3,2,0,1,NA,NA
5585,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,2,2,2,0,1,NA,2,6,1,3,2,0,1,NA,NA
5586,7,OTH,3,5,23,Indigofera,0,NA,3,3,1,1,1,2,0,2,2,2,0,1,1,2,6,1,3,2,NA,1,1,NA
5587,7,OTH,3,5,23,Indigofera,0,NA,3,3,1,1,1,2,0,2,2,2,0,1,1,1,2,1,3,2,0,1,1,NA
5588,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,2,0,1,4,2,0,1,NA,2,6,1,2,2,1,1,1,NA
5589,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,1,0,1,4,1,0,0,1,1,2,1,3,2,0,1,1,NA
5590,7,OTH,3,5,23,Indigofera,0,NA,1,1,1,1,NA,NA,0,2,2,NA,0,1,1,1,2,1,3,2,0,NA,NA,NA
5591,8,OTH,3,5,23,Indigofera,1,NA,7,7,2,0,3,3,NA,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5592,4,D2,3,5,23,Indigofera,-1,NA,2,2,1,1,2,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5593,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,2,2,2,0,1,1,1,2,1,3,2,0,1,NA,NA
5594,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,2,2,2,0,1,1,1,2,1,3,2,0,1,NA,NA
5595,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,4,1,0,0,NA,3,10,1,3,2,NA,NA,NA,NA
5596,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,1,4,1,0,1,1,1,2,1,3,2,0,1,1,NA
5597,8,OTH,3,5,23,Indigofera,1,NA,2,7,1,0,1,2,NA,2,4,1,0,1,NA,2,6,1,3,2,0,1,NA,NA
5598,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,2,2,0,2,4,1,0,1,1,1,2,1,3,2,1,1,1,NA
5599,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,NA,0,2,2,2,0,1,NA,2,6,1,3,2,0,1,NA,NA
5600,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,2,0,1,4,1,0,1,1,1,2,1,2,2,1,1,1,NA
5601,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,NA,2,0,1,4,1,0,1,1,2,6,1,3,2,0,1,1,NA
5602,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,2,0,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5603,7,OTH,3,5,23,Indigofera,0,NA,4,4,1,1,1,2,0,2,4,1,0,0,1,1,2,1,3,2,0,NA,NA,NA
5604,7,OTH,3,5,23,Indigofera,0,NA,5,5,1,1,1,2,0,2,4,1,0,1,1,1,2,1,3,2,0,NA,NA,NA
5605,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,NA,2,0,2,2,1,0,1,1,1,2,1,2,2,1,1,NA,NA
5606,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,NA,NA,0,2,2,NA,0,1,1,1,2,1,3,2,1,1,1,NA
5607,7,OTH,3,5,23,Indigofera,0,NA,4,4,1,1,1,2,0,2,2,1,0,1,1,1,2,1,3,2,0,NA,NA,NA
5608,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,NA,0,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5609,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,2,0,2,4,1,0,1,NA,NA,NA,1,3,2,0,1,NA,NA
5610,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,2,2,0,2,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5611,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,1,0,2,2,NA,0,1,1,1,2,1,3,2,0,1,NA,NA
5612,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,2,0,2,2,2,0,1,2,3,10,1,3,2,0,1,NA,NA
5613,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,2,2,0,2,2,2,0,1,1,1,2,1,3,2,0,1,NA,NA
5614,4,D2,3,5,23,Indigofera,-1,NA,2,2,1,1,2,2,0,2,1,2,NA,NA,1,1,2,1,3,2,0,1,NA,NA
5615,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,2,2,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5616,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,2,2,1,0,1,1,1,2,1,3,2,0,1,1,NA
5617,7,OTH,3,5,23,Indigofera,0,NA,3,3,1,1,1,1,0,2,2,1,0,1,1,1,2,1,3,2,1,1,1,NA
5618,7,OTH,3,5,23,Indigofera,0,NA,4,4,1,1,3,2,0,2,2,1,0,1,1,1,2,1,3,2,0,NA,NA,NA
5619,8,OTH,3,5,23,Indigofera,1,NA,7,7,2,0,3,2,NA,2,2,1,0,1,1,1,2,1,3,2,1,1,NA,NA
5620,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,2,2,0,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5621,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,2,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5622,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,2,0,1,4,2,0,1,1,1,2,1,3,2,1,1,NA,NA
5623,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,1,2,1,3,2,1,1,NA,NA
5624,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,2,4,1,0,1,1,1,2,1,3,2,0,1,1,NA
5625,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,3,0,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5626,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,2,1,0,1,1,1,2,1,2,2,1,1,1,NA
5627,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,1,3,10,2,2,1,0,1,NA,NA
5628,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,3,0,1,4,2,0,1,1,1,2,1,2,2,0,1,NA,NA
5629,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,3,0,1,4,1,0,1,1,1,2,1,3,2,0,1,1,NA
5630,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,2,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5631,4,D2,3,5,23,Indigofera,-1,NA,2,2,1,1,2,2,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5632,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,1,0,2,2,2,0,1,1,1,2,1,3,2,0,1,NA,NA
5633,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,NA,NA,0,1,4,1,0,1,1,1,2,1,3,2,1,1,NA,NA
5634,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,2,1,0,1,1,1,2,1,3,2,1,1,NA,NA
5635,8,OTH,3,5,23,Indigofera,1,NA,2,8,1,0,3,3,NA,1,4,1,0,1,1,1,2,1,3,2,1,1,1,NA
5636,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,2,2,NA,0,1,1,1,2,1,3,2,NA,1,NA,NA
5637,8,OTH,3,5,23,Indigofera,1,NA,2,2,1,0,3,2,NA,2,2,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5638,7,OTH,3,5,23,Indigofera,0,NA,1,1,1,0,1,2,0,2,4,1,0,1,1,3,10,1,2,2,0,NA,1,NA
5639,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,3,0,1,4,1,0,0,NA,2,6,1,3,2,0,1,NA,NA
5640,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,3,2,0,2,2,1,0,1,1,1,2,1,3,2,1,1,1,NA
5641,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,2,2,0,2,4,NA,0,1,NA,2,6,1,2,2,1,1,NA,NA
5642,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5643,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,2,1,0,1,1,1,2,1,3,2,1,1,1,NA
5644,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,2,2,NA,0,1,1,1,2,1,3,2,1,1,NA,NA
5645,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,2,3,0,1,4,1,0,1,1,1,2,1,3,2,1,1,NA,NA
5646,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,2,2,2,0,1,NA,2,6,1,3,2,0,1,NA,NA
5647,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5648,8,OTH,3,5,23,Indigofera,1,NA,3,8,1,0,3,3,NA,2,4,2,0,1,1,1,2,1,3,2,1,1,1,NA
5649,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,NA,0,2,2,2,0,1,1,1,2,1,3,2,0,1,NA,NA
5650,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,2,0,2,2,2,0,1,1,1,2,1,3,2,0,1,NA,NA
5651,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,4,1,0,0,1,1,2,1,2,1,0,1,1,NA
5652,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,2,1,0,1,1,1,2,1,2,1,NA,NA,NA,NA
5653,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,3,0,2,4,1,0,1,1,1,2,1,3,2,1,1,NA,NA
5654,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,4,1,0,1,NA,2,6,1,2,2,0,1,NA,NA
5655,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,3,0,1,4,1,0,1,1,1,2,1,3,2,0,1,1,NA
5656,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,1,4,1,0,1,1,1,2,1,2,2,0,NA,1,NA
5657,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5658,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,3,0,2,2,1,0,1,1,1,2,1,3,2,NA,NA,NA,NA
5659,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,2,2,0,2,4,1,0,1,2,2,6,1,3,2,0,1,1,NA
5660,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,2,2,0,2,2,2,0,1,1,1,2,1,3,2,0,1,1,NA
5661,8,OTH,3,5,23,Indigofera,1,NA,2,8,1,0,1,3,NA,2,4,1,0,1,1,1,2,1,3,2,1,1,1,NA
5662,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,2,0,1,4,1,0,1,NA,2,6,1,3,2,1,1,NA,NA
5663,7,OTH,3,5,23,Indigofera,0,NA,7,7,2,0,3,3,0,2,4,1,0,1,1,1,2,1,3,2,0,NA,1,NA
5664,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,NA,0,1,4,1,0,1,1,1,2,1,3,2,0,1,1,NA
5665,8,OTH,3,5,23,Indigofera,1,NA,7,8,2,0,3,3,NA,1,4,2,0,1,1,1,2,1,3,2,1,1,1,NA
5666,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,3,0,2,4,2,0,1,1,1,2,1,3,2,0,1,NA,NA
5667,7,OTH,3,5,23,Indigofera,0,NA,7,7,2,0,3,2,0,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5668,8,OTH,3,5,23,Indigofera,1,NA,2,2,1,0,1,2,NA,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5669,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,2,0,1,4,2,0,1,1,1,2,1,3,2,1,1,1,NA
5670,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,2,0,2,4,1,0,1,1,1,2,1,3,2,NA,1,NA,NA
5671,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,3,1,0,2,2,NA,0,1,1,1,2,1,3,2,0,NA,NA,NA
5672,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,NA,NA,0,2,4,2,0,1,1,1,2,1,3,2,0,NA,NA,NA
5673,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
5674,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,1,2,0,1,4,NA,0,0,1,1,2,1,2,2,0,0,NA,NA
5675,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,0,2,3,0,2,4,1,0,1,1,1,2,1,3,2,1,1,NA,NA
5676,8,OTH,3,5,23,Indigofera,1,NA,2,2,1,0,2,3,NA,2,4,2,1,1,1,1,2,1,3,2,0,1,NA,NA
5677,7,OTH,3,5,23,Indigofera,0,NA,7,7,2,0,1,3,0,2,2,3,0,1,1,3,10,1,3,2,0,0,1,NA
5678,7,OTH,3,5,23,Indigofera,0,NA,2,2,1,1,1,2,0,2,4,NA,0,1,1,1,2,1,3,2,0,1,NA,NA
6566,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,NA,2,6,1,2,2,0,1,NA,NA
6567,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,1,1,2,0,2,4,NA,0,NA,NA,NA,NA,NA,NA,2,0,1,NA,NA
6568,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,2,2,0,1,4,1,0,1,1,1,2,1,2,2,NA,1,1,NA
6569,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,1,1,2,1,3,2,1,1,NA,NA
6570,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,2,2,0,2,4,1,0,1,NA,2,6,1,2,2,1,1,NA,NA
6571,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,NA,2,6,1,2,2,1,1,NA,NA
6572,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,1,1,NA,0,2,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
6573,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,1,1,2,0,2,2,1,0,1,1,1,2,1,3,2,0,1,NA,NA
6574,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,1,2,0,1,4,1,0,1,NA,2,6,1,3,2,0,1,NA,NA
6575,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,3,3,0,2,4,1,0,1,NA,2,6,1,2,2,1,1,NA,NA
6576,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,1,1,2,0,2,2,1,0,1,1,1,2,1,3,2,NA,1,NA,NA
6577,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,1,1,2,0,1,4,1,0,1,1,2,6,1,2,2,0,1,1,NA
6578,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,1,1,2,0,2,2,1,0,1,1,1,2,1,2,2,1,1,NA,NA
6579,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,1,2,0,1,4,1,0,NA,1,1,2,1,2,2,0,1,NA,NA
6580,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,3,2,0,2,4,NA,0,1,NA,2,6,1,2,2,0,1,NA,NA
6581,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,1,1,2,0,1,4,1,0,1,1,1,2,1,2,2,0,1,NA,NA
6582,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,3,2,0,2,4,1,0,1,1,1,2,1,3,2,NA,1,NA,NA
6583,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,1,2,0,2,4,1,0,1,1,1,2,1,3,2,0,1,NA,NA
6584,7,OTH,3,5,23,Microcharis,0,NA,2,2,1,0,2,2,0,1,4,1,0,1,1,1,2,1,3,2,1,1,NA,NA
7211,2,B,3,5,23,Phylloxylon,-1,NA,2,2,1,1,1,2,0,2,2,3,1,0,1,2,6,1,2,2,0,0,2,NA
7212,3,B,3,5,23,Phylloxylon,-1,NA,2,2,1,1,1,2,0,2,2,2,0,0,NA,NA,NA,1,2,2,NA,0,NA,NA
7213,3,OTH,3,5,23,Phylloxylon,-1,NA,2,2,1,1,1,1,0,2,1,3,0,0,1,2,6,1,2,2,0,0,2,NA
7214,2,B,3,5,23,Phylloxylon,-1,NA,2,2,1,1,1,1,0,2,1,NA,0,0,1,2,6,1,2,2,NA,0,NA,NA
7215,3,B,3,5,23,Phylloxylon,-1,NA,2,2,1,1,1,2,0,2,1,NA,0,0,1,1,2,1,2,2,NA,0,NA,NA
7216,2,B,3,5,23,Phylloxylon,-1,NA,2,2,1,1,1,2,0,2,2,3,0,1,1,1,2,1,2,2,NA,0,NA,NA
7217,4,OTH,3,5,23,Phylloxylon,-1,NA,2,2,1,1,3,1,0,2,1,3,0,0,NA,NA,NA,NA,NA,2,0,0,NA,NA
8693,7,OTH,3,5,23,Vaughania,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,1,2,1,1,2,1,1,NA,NA
8694,4,OTH,3,5,23,Vaughania,-1,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,1,2,1,3,2,0,1,NA,NA
8695,7,OTH,3,5,23,Vaughania,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,2,5,18,1,1,2,0,1,1,NA
8696,7,OTH,3,5,23,Vaughania,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,2,6,1,2,2,0,1,1,NA
8697,7,OTH,3,5,23,Vaughania,0,NA,2,2,1,1,1,2,0,2,2,1,0,1,1,1,2,1,3,2,0,1,NA,NA
8698,7,OTH,3,5,23,Vaughania,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,NA,2,6,1,1,2,0,1,NA,NA
8699,7,OTH,3,5,23,Vaughania,0,NA,2,2,1,1,1,2,0,2,2,1,0,1,1,1,2,1,2,2,1,1,1,NA
8700,7,OTH,3,5,23,Vaughania,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,1,2,1,2,2,0,1,1,NA
8701,7,OTH,3,5,23,Vaughania,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,4,14,1,2,2,0,1,1,NA
8702,7,OTH,3,5,23,Vaughania,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,1,2,1,2,2,1,1,1,NA
8703,7,OTH,3,5,23,Vaughania,0,NA,2,2,1,1,NA,NA,0,2,2,2,0,1,1,1,2,1,2,2,0,1,1,NA
1310,7,OTH,3,5,24,Afgekia,0,NA,2,2,1,0,1,2,0,2,2,NA,0,1,2,3,10,1,3,2,0,0,3,NA
1311,7,OTH,3,5,24,Afgekia,0,NA,2,2,1,0,NA,1,1,2,3,NA,0,1,1,2,6,1,3,2,0,1,2,NA
1319,7,OTH,3,5,24,Aganope,0,NA,2,2,1,0,1,1,0,2,3,3,0,0,1,4,14,1,3,2,0,0,3,NA
1320,7,OTH,3,5,24,Aganope,0,NA,2,2,1,0,1,3,0,2,2,NA,0,0,3,4,14,1,3,2,0,0,NA,NA
1481,7,OTH,3,5,24,Antheroporum,0,NA,2,2,1,1,1,1,0,2,1,NA,0,0,3,6,22,1,3,2,0,1,NA,NA
1482,7,OTH,3,5,24,Antheroporum,0,NA,2,2,1,1,1,2,0,2,1,2,0,1,3,5,18,1,3,2,0,1,2,NA
2516,7,OTH,3,5,24,Austrosteenisia,0,NA,7,7,2,0,1,1,0,2,3,NA,0,1,1,3,10,1,3,2,0,0,NA,NA
2517,7,OTH,3,5,24,Austrosteenisia,0,NA,5,5,1,1,1,1,0,2,3,NA,0,1,1,2,6,1,3,2,0,0,NA,NA
2753,3,OTH,3,5,24,Behaimia,-1,NA,3,3,1,1,NA,1,0,2,2,NA,0,0,1,2,6,1,3,2,0,0,NA,NA
2941,7,OTH,3,5,24,Callerya,0,NA,2,2,1,0,NA,1,0,2,1,3,0,0,3,4,14,1,3,2,0,1,NA,NA
2942,7,OTH,3,5,24,Callerya,0,NA,7,7,2,0,3,3,0,2,2,3,0,1,1,2,6,1,3,2,0,0,2,NA
2943,7,OTH,3,5,24,Callerya,0,NA,7,7,2,0,3,2,0,2,3,2,0,1,2,5,18,1,3,2,0,1,3,NA
2944,7,OTH,3,5,24,Callerya,0,NA,2,2,1,0,1,2,0,2,3,NA,0,0,2,2,6,1,3,2,0,NA,NA,NA
2945,7,OTH,3,5,24,Callerya,0,NA,2,2,1,0,NA,2,0,2,3,NA,0,0,2,3,10,1,3,2,0,1,NA,NA
2946,7,OTH,3,5,24,Callerya,0,NA,5,5,1,1,1,1,0,2,3,NA,0,1,1,2,6,1,3,2,0,0,NA,NA
2947,7,OTH,3,5,24,Callerya,0,NA,7,7,2,0,1,2,0,2,3,2,0,1,2,2,6,1,3,2,0,1,NA,NA
3246,7,OTH,3,5,24,Chadsia,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,1,2,1,3,1,0,1,1,NA
3247,7,OTH,3,5,24,Chadsia,0,NA,2,2,1,1,NA,3,0,2,2,2,0,1,1,3,10,1,3,2,0,1,1,NA
3248,7,OTH,3,5,24,Chadsia,0,NA,2,2,1,1,1,3,0,2,2,2,0,1,1,2,6,1,3,2,0,1,1,NA
3249,7,OTH,3,5,24,Chadsia,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,1,2,1,3,2,0,1,NA,NA
3250,7,OTH,3,5,24,Chadsia,0,NA,2,2,1,1,NA,1,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
3251,7,OTH,3,5,24,Chadsia,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,2,6,1,3,2,0,1,NA,NA
3252,7,OTH,3,5,24,Chadsia,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,2,6,1,3,2,0,1,1,NA
3253,7,OTH,3,5,24,Chadsia,0,NA,2,2,1,1,NA,2,0,2,2,2,0,1,1,3,10,1,3,2,0,1,1,NA
3254,7,OTH,3,5,24,Chadsia,0,NA,2,2,1,1,1,2,0,2,2,2,0,1,1,3,10,1,3,1,0,1,1,NA
3548,7,OTH,3,5,24,Craibia,0,NA,2,2,1,0,1,2,0,2,1,3,0,0,NA,4,14,1,3,2,0,1,NA,NA
3549,4,OTH,3,5,24,Craibia,-1,NA,2,2,1,0,NA,1,0,2,1,3,0,0,2,3,10,1,3,2,0,1,NA,NA
3552,5,OTH,3,5,24,Craibia,-1,NA,2,2,1,0,1,1,0,2,1,3,0,1,NA,3,10,1,3,2,0,1,2,NA
3554,7,OTH,3,5,24,Craibia,0,NA,2,2,1,0,2,1,0,2,1,3,0,0,NA,4,14,1,3,2,0,1,2,NA
3555,7,OTH,3,5,24,Craibia,0,NA,2,2,1,0,1,NA,0,2,2,3,0,1,NA,5,18,1,3,2,0,1,3,NA
3556,7,OTH,3,5,24,Craibia,0,NA,2,2,1,0,1,1,0,2,1,3,0,1,NA,5,18,1,3,2,0,1,2,NA
3557,7,OTH,3,5,24,Craibia,0,NA,7,7,2,0,3,1,0,2,1,NA,0,0,NA,3,10,1,3,2,0,1,2,NA
3558,7,OTH,3,5,24,Craspedolobium,0,NA,1,1,1,1,3,2,0,2,2,2,0,1,2,3,10,1,3,2,0,1,NA,NA
4428,7,OTH,3,5,24,Dalbergiella,0,NA,2,2,1,0,1,2,0,2,1,2,0,1,1,2,6,1,3,2,0,0,NA,NA
4534,7,OTH,3,5,24,Derris,0,NA,2,2,1,0,NA,2,0,2,3,2,0,0,2,2,6,1,3,2,0,0,NA,NA
4535,7,OTH,3,5,24,Derris,0,NA,2,2,1,0,1,1,0,2,3,3,0,0,2,3,10,1,3,2,0,0,NA,NA
4536,7,OTH,3,5,24,Derris,0,NA,2,2,1,1,NA,2,0,2,3,NA,0,0,2,3,10,1,3,2,0,0,NA,NA
4537,7,OTH,3,5,24,Derris,0,NA,2,2,1,0,1,NA,0,2,3,2,0,0,2,4,14,1,3,1,0,0,NA,NA
4538,7,OTH,3,5,24,Derris,0,NA,1,1,1,1,NA,2,0,2,3,NA,0,0,1,3,10,1,3,2,0,0,1,NA
4539,7,OTH,3,5,24,Derris,0,NA,1,1,1,1,1,2,0,2,3,NA,0,1,2,3,10,1,3,2,0,0,NA,NA
4540,7,OTH,3,5,24,Derris,0,NA,2,2,1,0,1,1,0,2,3,3,0,1,2,3,10,1,3,2,0,0,NA,NA
4541,7,OTH,3,5,24,Derris,0,NA,2,2,1,1,1,2,0,2,3,NA,0,1,2,4,14,1,3,2,NA,NA,NA,NA
4542,7,OTH,3,5,24,Derris,0,NA,2,2,1,1,1,1,0,2,3,NA,0,0,3,5,18,1,3,2,0,0,3,NA
4543,7,OTH,3,5,24,Derris,0,NA,2,2,1,0,1,1,0,2,3,2,0,1,2,5,18,1,3,2,0,0,NA,NA
